ping_time,route,busId,lat,lng,bearing,direction,plateNumber,stopId,load
2025-11-26T00:01:50.822454,99,11541,32.02089,35.842426,279.77,0,58-11541,10612,N/A
2025-11-26T00:01:50.822454,99,11721,31.94532,35.928757,0,0,58-11721,10635,N/A
2025-11-26T00:01:50.822454,99,11418,31.992785,35.88978,126.9,0,58-11418,10622,N/A
2025-11-26T00:01:50.822454,99,42113,31.945402,35.92877,194.8,0,58-42113,10635,N/A
2025-11-26T00:01:50.822454,99,10978,31.945486,35.92864,0,1,58-10978,10643,N/A
2025-11-26T00:01:50.822454,99,88302,31.94554,35.92865,26.3,1,58-88302,10643,N/A
2025-11-26T00:01:50.822454,99,89991,31.977262,35.888412,35.1,1,58-89991,10627,N/A
2025-11-26T00:01:50.822454,99,32725,32.024757,35.85467,267.1,1,58-32725,10614,N/A
2025-11-26T00:01:50.822454,99,11364,31.999317,36.01435,0,1,58-11364,10635,N/A
2025-11-26T00:01:50.822454,99,11547,31.999538,36.014317,0,1,58-11547,10635,N/A
2025-11-26T00:01:50.822454,99,73439,31.999897,36.014645,0,1,58-73439,10635,N/A
2025-11-26T00:01:50.822454,99,10984,32.00014,36.01534,0,1,58-10984,10635,N/A
2025-11-26T00:01:50.822454,99,11502,31.979605,35.984497,46.84,1,58-11502,10643,N/A
2025-11-26T00:01:50.822454,99,37113,31.999832,36.01487,0.4,1,58-37113,10635,N/A
2025-11-26T00:01:50.822454,99,11017,31.94826,35.914448,0,1,58-11017,10635,N/A
2025-11-26T00:01:50.822454,99,11493,32.000217,36.01359,196.57,1,58-11493,10643,N/A
2025-11-26T00:01:50.822454,99,75259,31.99983,36.014725,19.8,1,58-75259,10635,N/A
2025-11-26T00:01:50.822454,99,11020,31.99957,36.002434,96.8,1,58-11020,10636,N/A
2025-11-26T00:01:50.822454,99,45556,31.946205,35.92726,279.7,1,58-45556,10635,N/A
2025-11-26T00:01:50.822454,99,11649,32.000183,36.014668,0,1,58-11649,10635,N/A
2025-11-26T00:01:50.822454,99,56867,31.945507,35.928627,29.6,1,58-56867,10643,N/A
2025-11-26T00:01:50.822454,99,11499,31.98621,35.976837,13.06,1,58-11499,10635,N/A
2025-11-26T00:01:50.822454,99,11514,32.000412,36.014336,0,1,58-11514,10635,N/A
2025-11-26T00:01:50.822454,99,11652,31.99973,36.016003,0,1,58-11652,10635,N/A
2025-11-26T00:01:50.822454,99,55857,31.956758,35.953682,32.2,1,58-55857,10636,N/A
2025-11-26T00:01:50.822454,99,76678,32.02174,35.843822,200.7,1,58-76678,10613,N/A
2025-11-26T00:01:50.822454,99,11688,32.02457,35.853664,71.33,1,58-11688,10642,N/A
2025-11-26T00:01:50.822454,99,93341,31.999311,36.01553,273.2,1,58-93341,10635,N/A
2025-11-26T00:01:50.822454,100,16863,32.021675,35.843414,50.24,0,58-16863,10612,N/A
2025-11-26T00:01:50.822454,100,48886,31.988983,35.908978,56.6,0,58-48886,10625,N/A
2025-11-26T00:01:50.822454,100,15417,31.972189,35.938564,185.5,0,58-15417,11651,N/A
2025-11-26T00:01:50.822454,100,11715,32.021797,35.843704,60.55,0,58-11715,10612,N/A
2025-11-26T00:01:50.822454,100,11014,32.00021,36.015137,82.7,0,58-11014,11645,N/A
2025-11-26T00:01:50.822454,100,11739,32.00018,36.015198,60.6,0,58-11739,11646,N/A
2025-11-26T00:01:50.822454,100,11023,32.000465,36.014057,208.17,0,58-11023,10625,N/A
2025-11-26T00:01:50.822454,100,90702,32.021572,35.84276,99.7,0,58-90702,10612,N/A
2025-11-26T00:01:50.822454,100,70302,32.001446,36.01404,196.8,0,58-70302,11648,N/A
2025-11-26T00:01:50.822454,100,95161,32.01867,35.864685,147.19,0,58-95161,10612,N/A
2025-11-26T00:01:50.822454,100,52827,31.960112,35.957592,251.6,0,58-52827,11652,N/A
2025-11-26T00:01:50.822454,100,95761,32.000298,36.014782,0,0,58-95761,10612,N/A
2025-11-26T00:01:50.822454,100,29502,32.0214,35.842617,199.9,0,58-29502,10612,N/A
2025-11-26T00:01:50.822454,100,11008,31.96064,35.957394,40.78,0,58-11008,11652,N/A
2025-11-26T00:01:50.822454,100,25856,31.961355,35.958054,42.9,0,58-25856,11653,N/A
2025-11-26T00:01:50.822454,100,99781,31.961119,35.95783,37.9,0,58-99781,11651,N/A
2025-11-26T00:01:50.822454,100,82779,31.960693,35.957443,38.7,0,58-82779,11652,N/A
2025-11-26T00:01:50.822454,100,50252,31.999756,36.015137,178,0,58-50252,11653,N/A
2025-11-26T00:01:50.822454,100,11505,31.999765,36.01615,265.02,0,58-11505,11649,N/A
2025-11-26T00:01:50.822454,100,11520,32.005436,36.007996,55.13,0,58-11520,10612,N/A
2025-11-26T00:01:50.822454,100,29224,31.999966,36.005882,26.7,1,58-29224,11652,N/A
2025-11-26T00:01:50.822454,100,98191,31.963655,35.95549,310.1,1,58-98191,11653,N/A
2025-11-26T00:01:50.822454,100,38002,31.987385,35.90525,253,1,58-38002,11645,N/A
2025-11-26T00:01:50.822454,100,21423,32.02413,35.85796,296.7,1,58-21423,10615,N/A
2025-11-26T00:01:50.822454,100,93641,32.005245,36.013123,98.8,1,58-93641,11653,N/A
2025-11-26T00:01:50.822454,100,40779,31.973503,35.97183,14.6,1,58-40779,11653,N/A
2025-11-26T00:01:50.822454,100,50152,32.003742,36.00828,6.4,1,58-50152,11653,N/A
2025-11-26T00:01:50.822454,100,10987,31.962578,35.959354,38.74,1,58-10987,11653,N/A
2025-11-26T00:01:50.822454,100,25354,32.001663,36.014145,200.1,1,58-25354,11653,N/A
2025-11-26T00:01:50.822454,100,10975,31.999838,36.01612,237.52,1,58-10975,11653,N/A
2025-11-26T00:01:50.822454,100,11442,31.999521,36.014904,237.8,1,58-11442,11650,N/A
2025-11-26T00:01:50.822454,100,46548,32.000168,36.016174,105.2,1,58-46548,11653,N/A
2025-11-26T00:01:50.822454,100,11026,32.00002,36.01352,0,1,58-11026,11653,N/A
2025-11-26T00:01:50.822454,100,11544,31.999876,36.014763,10.5,1,58-11544,11653,N/A
2025-11-26T00:01:50.822454,100,13015,31.999989,36.01569,3.07,1,58-13015,11652,N/A
2025-11-26T00:01:50.822454,100,11538,31.999409,36.0143,0,1,58-11538,11653,N/A
2025-11-26T00:01:50.822454,100,11724,32.000267,36.014236,0,1,58-11724,11653,N/A
2025-11-26T00:01:50.822454,100,10969,32.00002,36.016094,0,1,58-10969,11651,N/A
2025-11-26T00:01:50.822454,100,11712,32.000183,36.01424,14.24,1,58-11712,11653,N/A
2025-11-26T00:01:50.822454,100,11508,31.999554,36.014236,0,1,58-11508,11651,N/A
2025-11-26T00:01:50.822454,100,10972,32.000122,36.01591,0,1,58-10972,11653,N/A
2025-11-26T00:01:50.822454,100,10990,31.964664,35.961178,34.36,1,58-10990,11653,N/A
2025-11-26T00:01:50.822454,100,30732,32.00585,36.008244,356.2,1,58-30732,11653,N/A
2025-11-26T00:01:50.822454,100,10981,31.975315,35.971928,354.5,1,58-10981,11653,N/A
2025-11-26T00:01:50.822454,100,11924,31.999554,36.01599,277.8,1,58-11924,11653,N/A
2025-11-26T00:01:50.822454,100,11517,32.000076,36.015823,0,1,58-11517,11653,N/A
2025-11-26T00:01:50.822454,100,10993,32.023193,35.84866,253.1,1,58-10993,10613,N/A
2025-11-26T00:01:50.822454,100,52302,31.993324,35.989628,77,1,58-52302,11653,N/A
2025-11-26T00:01:50.822454,100,48286,31.961334,35.958183,56.3,1,58-48286,11653,N/A
2025-11-26T00:01:50.822454,100,11529,31.999517,36.015854,0,1,58-11529,11653,N/A
2025-11-26T00:02:36.943153,98,11427,31.999592,36.014973,0,0,58-11427,11648,N/A
2025-11-26T00:02:36.943153,98,11029,31.999485,36.013985,96.03,0,58-11029,11649,N/A
2025-11-26T00:02:36.943153,98,11523,31.999214,36.015778,0,0,58-11523,11649,N/A
2025-11-26T00:02:36.943153,98,80072,32.02204,35.84463,70.7,0,58-80072,10613,N/A
2025-11-26T00:02:36.943153,98,11005,31.999622,36.015965,0,0,58-11005,10612,N/A
2025-11-26T00:02:36.943153,98,78890,31.989748,35.943325,143.9,1,58-78890,11648,N/A
2025-11-26T00:02:36.943153,99,79602,32.02308,35.848095,71.09,0,58-79602,10613,N/A
2025-11-26T00:02:36.943153,99,99496,31.985346,35.897854,135.9,0,58-99496,10625,N/A
2025-11-26T00:02:36.943153,99,63240,31.945894,35.92319,66,0,58-63240,10635,N/A
2025-11-26T00:02:36.943153,99,11954,31.94629,35.926666,99.8,0,58-11954,10635,N/A
2025-11-26T00:02:36.943153,99,11535,31.999994,36.013496,199.12,0,58-11535,10617,N/A
2025-11-26T00:02:36.943153,99,59197,32.0002,36.014313,30.1,0,58-59197,10619,N/A
2025-11-26T00:02:36.943153,99,66163,32.02085,35.84258,288.5,0,58-66163,10612,N/A
2025-11-26T00:02:36.943153,99,46750,31.999884,36.01466,276.8,0,58-46750,10623,N/A
2025-11-26T00:02:36.943153,99,63779,31.999193,36.015163,0,0,58-63779,10612,N/A
2025-11-26T00:02:36.943153,99,11670,32.00036,36.014984,0,0,58-11670,10625,N/A
2025-11-26T00:02:36.943153,99,47376,32.0208,35.842567,274.24,0,58-47376,10612,N/A
2025-11-26T00:02:36.943153,99,11532,31.999456,36.015713,0,0,58-11532,10623,N/A
2025-11-26T00:02:36.943153,99,94951,31.94549,35.928143,348.2,0,58-94951,10641,N/A
2025-11-26T00:02:36.943153,99,10996,31.999802,36.014664,355.23,0,58-10996,10625,N/A
2025-11-26T00:02:36.943153,99,11526,31.946278,35.92671,0,0,58-11526,10636,N/A
2025-11-26T00:02:36.943153,99,11415,32.020813,35.84273,284.52,0,58-11415,10612,N/A
2025-11-26T00:02:36.943153,99,11490,32.02083,35.84275,0,0,58-11490,10612,N/A
2025-11-26T00:02:36.943153,99,11550,32.000317,36.01467,0,0,58-11550,10625,N/A
2025-11-26T00:02:36.943153,99,30702,31.989939,35.94277,107.1,0,58-30702,10625,N/A
2025-11-26T00:02:36.943153,99,11682,32.02093,35.84256,0,0,58-11682,10612,N/A
2025-11-26T00:02:36.943153,99,11718,31.99926,36.015842,0,0,58-11718,10625,N/A
2025-11-26T00:02:36.943153,99,84113,31.945425,35.928734,198.8,0,58-84113,10641,N/A
2025-11-26T00:02:36.943153,99,56302,31.945305,35.92875,189.5,0,58-56302,10635,N/A
2025-11-26T00:02:36.943153,99,11541,32.02089,35.842426,279.77,0,58-11541,10612,N/A
2025-11-26T00:02:36.943153,99,11721,31.94532,35.928757,0,0,58-11721,10635,N/A
2025-11-26T00:02:36.943153,99,11418,31.992785,35.88978,126.9,0,58-11418,10622,N/A
2025-11-26T00:02:36.943153,99,42113,31.945267,35.928696,207.7,0,58-42113,10637,N/A
2025-11-26T00:02:36.943153,99,10978,31.945486,35.92864,0,1,58-10978,10643,N/A
2025-11-26T00:02:36.943153,99,88302,31.946175,35.92754,281.6,1,58-88302,10643,N/A
2025-11-26T00:02:36.943153,99,89991,31.980993,35.892162,47.7,1,58-89991,10626,N/A
2025-11-26T00:02:36.943153,99,32725,32.02404,35.851463,251.5,1,58-32725,10614,N/A
2025-11-26T00:02:36.943153,99,11364,31.983679,35.97626,14.71,1,58-11364,10635,N/A
2025-11-26T00:02:36.943153,99,11547,31.999538,36.014317,0,1,58-11547,10635,N/A
2025-11-26T00:02:36.943153,99,73439,31.999897,36.014645,0,1,58-73439,10635,N/A
2025-11-26T00:02:36.943153,99,10984,32.00014,36.01534,0,1,58-10984,10635,N/A
2025-11-26T00:02:36.943153,99,11502,31.979605,35.984497,46.84,1,58-11502,10643,N/A
2025-11-26T00:02:36.943153,99,37113,31.999832,36.01487,0.4,1,58-37113,10635,N/A
2025-11-26T00:02:36.943153,99,11017,31.94826,35.914448,0,1,58-11017,10635,N/A
2025-11-26T00:02:36.943153,99,11493,32.000217,36.01359,196.57,1,58-11493,10643,N/A
2025-11-26T00:02:36.943153,99,75259,31.99983,36.014725,19.8,1,58-75259,10635,N/A
2025-11-26T00:02:36.943153,99,11020,31.99957,36.002434,96.8,1,58-11020,10636,N/A
2025-11-26T00:02:36.943153,99,45556,31.946205,35.92726,279.7,1,58-45556,10636,N/A
2025-11-26T00:02:36.943153,99,11649,32.000183,36.014668,0,1,58-11649,10635,N/A
2025-11-26T00:02:36.943153,99,56867,31.945507,35.928627,29.6,1,58-56867,10643,N/A
2025-11-26T00:02:36.943153,99,11499,31.98621,35.976837,13.06,1,58-11499,10635,N/A
2025-11-26T00:02:36.943153,99,11514,32.00033,36.01432,0,1,58-11514,10635,N/A
2025-11-26T00:02:36.943153,99,11652,31.99973,36.016003,0,1,58-11652,10635,N/A
2025-11-26T00:02:36.943153,99,55857,31.956758,35.953682,32.2,1,58-55857,10636,N/A
2025-11-26T00:02:36.943153,99,76678,32.02174,35.843822,200.7,1,58-76678,10613,N/A
2025-11-26T00:02:36.943153,99,11688,32.02457,35.853664,71.33,1,58-11688,10642,N/A
2025-11-26T00:02:36.943153,99,93341,31.999311,36.01553,273.2,1,58-93341,10635,N/A
2025-11-26T00:02:36.943153,100,16863,32.023087,35.84826,0,0,58-16863,10613,N/A
2025-11-26T00:02:36.943153,100,48886,31.991608,35.91347,67.9,0,58-48886,10625,N/A
2025-11-26T00:02:36.943153,100,15417,31.971474,35.93884,119.8,0,58-15417,11651,N/A
2025-11-26T00:02:36.943153,100,11715,32.021797,35.843704,60.55,0,58-11715,10612,N/A
2025-11-26T00:02:36.943153,100,11014,32.00021,36.015137,82.7,0,58-11014,11645,N/A
2025-11-26T00:02:36.943153,100,11739,32.00018,36.015198,60.6,0,58-11739,11646,N/A
2025-11-26T00:02:36.943153,100,11023,32.000465,36.014057,208.17,0,58-11023,10625,N/A
2025-11-26T00:02:36.943153,100,90702,32.021572,35.84276,99.7,0,58-90702,10612,N/A
2025-11-26T00:02:36.943153,100,70302,32.001446,36.01404,196.8,0,58-70302,11648,N/A
2025-11-26T00:02:36.943153,100,95161,32.01867,35.864685,147.19,0,58-95161,10612,N/A
2025-11-26T00:02:36.943153,100,52827,31.960112,35.957592,251.6,0,58-52827,11652,N/A
2025-11-26T00:02:36.943153,100,95761,32.000298,36.014782,0,0,58-95761,10612,N/A
2025-11-26T00:02:36.943153,100,29502,32.0214,35.842617,199.9,0,58-29502,10612,N/A
2025-11-26T00:02:36.943153,100,11008,31.96064,35.957394,40.78,0,58-11008,11652,N/A
2025-11-26T00:02:36.943153,100,25856,31.961355,35.958054,42.9,0,58-25856,11653,N/A
2025-11-26T00:02:36.943153,100,99781,31.961119,35.95783,37.9,0,58-99781,11651,N/A
